Account Manager,Sold To ID,Sold To Name,Ship To ID,Ship To ID.1,Ship To City,Street Address,State,Ship To Zip Code,Full Address,Ship To Trans. Zone,Latitude,Longitude,Route Name,Day,Total Orders,Total Deliveries,Avg. Deliveries,Avg. Lines,Avg. Revenue,Total Revenue,Avg. GP,Total GP,Quantity,Margin,Cluster
Chuck Lutes (0000143024),246191,St Michael the Archangel,418544,St Michael the Archangel Schoo,Levittown,130 Levittown Pkwy,PA,19054,"130 Levittown Pkwy Levittown, PA 19054",1430003,40.143149,-74.818525,A,Tuesday,7,11,1.571428571,4.142857143,738.3071429,5168.15,297.9771429,2085.84,113.0,0.403595097,34
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,418582,Schwenksville Elementary Schoo,Schwenksville,55 2nd St,PA,19473,"55 2nd St Schwenksville, PA 19473",1430016,40.250007,-75.464209,C,Wednesday,16,21,1.3125,2.375,884.85375,14157.66,272.311875,4356.99,502.0,0.307747891,6
David Smith (0000143023),242914,Appoquinimink School District,418663,Silver Lake Elementary School,MIDDLETOWN,200 E Cochran St,DE,19709,"200 E Cochran St MIDDLETOWN, DE 19709",1430018,39.446777,-75.709957,D,Thursday,7,14,2.0,4.571428571,1498.864286,10492.05,435.3342857,3047.34,277.0,0.290442764,3
John Carberry (0000143015),244792,Southern Regional School Distr,418691,Southern Regional SD Warehouse,Manahawkin,190 Cedar Bridge Rd,NJ,8050,"190 Cedar Bridge Rd Manahawkin, NJ 08050",1430017,39.71271,-74.25999,A,Monday,17,24,1.411764706,3.941176471,3161.51,53745.67,932.0741176,15845.26,1118.0,0.294819285,20
Paul Carberry (0000143018),246308,Spring-Ford Area School Distri,418701,Spring-Ford Inter Flex Bldg#2,Royersford,833 S Lewis Rd,PA,19468,"833 S Lewis Rd Royersford, PA 19468",1430016,40.189256,-75.511246,C,Wednesday,11,13,1.181818182,1.545454545,780.6263636,8586.89,356.9336364,3926.27,372.0,0.457240048,34
Chuck Lutes (0000143024),246164,Church of St Andrews,418705,St Andrew School CEC,Newtown,51 Wrights Rd,PA,18940,"51 Wrights Rd Newtown, PA 18940",1430003,40.252261,-74.948491,A,Tuesday,12,29,2.416666667,7.916666667,1893.4125,22720.95,706.6566667,8479.88,596.0,0.373218549,17
David Smith (0000143023),242914,Appoquinimink School District,418834,Townsend Elementary School,Townsend,126 Main St,DE,19734,"126 Main St Townsend, DE 19734",1430018,39.395912,-75.688072,D,Thursday,6,13,2.166666667,14.83333333,2477.801667,14866.81,696.7633333,4180.58,493.0,0.281202222,5
Nick Misciagno (0000143017),246414,Tredyffrin / Easttown  School,418850,Maintenance / Transportation D,Berwyn,920 Old Lancaster Rd,PA,19312,"920 Old Lancaster Rd Berwyn, PA 19312",1430002,40.047182,-75.44945,C,Friday,12,26,2.166666667,3.5,4845.308333,58143.7,1633.139167,19597.67,898.0,0.337055777,30
Paul Carberry (0000143018),245598,Unionville-Chadds Ford School,418879,Charles F. Patton Middle Schoo,Kennett Square,760 Unionville Rd,PA,19348,"760 Unionville Rd Kennett Square, PA 19348",1430007,39.885788,-75.72033,D,Friday,7,12,1.714285714,4.142857143,6824.522857,47771.66,2055.09,14385.63,791.0,0.30113314,25
Leianne Krotec (0000143021),246237,Upper Dublin School District,418900,Upper Dublin High School,Fort Washington,800 Loch Alsh Ave,PA,19034,"800 Loch Alsh Ave Fort Washington, PA 19034",1430013,40.152939,-75.19994,C,Monday/Thursday,11,14,1.272727273,2.0,1841.043636,20251.48,728.6763636,8015.44,225.0,0.39579527,17
Chuck Lutes (0000143024),245998,Pennsbury School District,418972,WALT DISNEY ELEMENTARY SCHOOL,Levittown,200 Lakeside Dr,PA,19054,"200 Lakeside Dr Levittown, PA 19054",1430003,40.153736,-74.818672,A,Tuesday,8,12,1.5,5.875,970.7225,7765.78,317.42375,2539.39,161.0,0.326997417,23
Chuck Lutes (0000143024),245998,Pennsbury School District,419026,William Penn Middle School,Yardley,1524 Derbyshire Rd,PA,19067,"1524 Derbyshire Rd Yardley, PA 19067",1430003,40.211275,-74.83034,A,Tuesday,17,24,1.411764706,5.647058824,1163.995882,19787.93,390.1329412,6632.26,539.0,0.335166943,31
Nick Misciagno (0000143017),246689,Rose Tree Media School Distric,419196,Indian Lane Elementary School,Media,309 S Old Middletown Rd,PA,19063,"309 S Old Middletown Rd Media, PA 19063",1430002,39.904149,-75.406476,C,Friday,6,9,1.5,5.0,2080.928333,12485.57,623.555,3741.33,236.0,0.299652319,26
Nick Misciagno (0000143017),246689,Rose Tree Media School Distric,419197,Media Elementary School,Media,120 E Front St,PA,19063,"120 E Front St Media, PA 19063",1430002,39.91835,-75.38642,C,Friday,7,17,2.428571429,4.714285714,987.12,6909.84,330.5285714,2313.7,173.0,0.334841328,23
Nick Misciagno (0000143017),246689,Rose Tree Media School Distric,419199,Springton Lake Middle School,Media,1900 N Providence Rd,PA,19063,"1900 N Providence Rd Media, PA 19063",1430002,39.944052,-75.399518,C,Friday,13,19,1.461538462,3.461538462,1245.413077,16190.37,439.4107692,5712.34,408.0,0.352823314,12
Paul Carberry (0000143018),246689,Rose Tree Media School Distric,419200,Penncrest High School,Media,134 Barren Rd,PA,19063,"134 Barren Rd Media, PA 19063",1430002,39.923111,-75.430685,C,Friday,26,32,1.230769231,2.384615385,2226.291154,57883.57,757.0269231,19682.7,984.0,0.340039497,11
Robert Diller (0000142017),239704,CONESTOGA VALLEY SCHOOL,423135,J E FRITZ ELEMENTARY,Lancaster,845 Hornig Rd,PA,17601,"845 Hornig Rd Lancaster, PA 17601",1430024,40.076079,-76.241472,J,Monday/Thursday,12,17,1.416666667,5.0,1750.493333,21005.92,578.5433333,6942.52,337.0,0.33050302,22
Robert Diller (0000142017),239704,CONESTOGA VALLEY SCHOOL,423136,LEOLA ELEMENTARY,Leola,11 School Dr,PA,17540,"11 School Dr Leola, PA 17540",1430024,40.088471,-76.192857,J,Monday/Thursday,6,9,1.5,6.5,1932.393333,11594.36,622.1833333,3733.1,212.0,0.321975512,17
Robert Diller (0000142017),239704,CONESTOGA VALLEY SCHOOL,423139,SMOKETOWN ELEMENTARY,Lancaster,2426 Old Philadelphia Pike,PA,17602,"2426 Old Philadelphia Pike Lancaster, PA 17602",1430024,40.038972,-76.207967,J,Monday/Thursday,11,16,1.454545455,4.272727273,2004.76,22052.36,672.5572727,7398.13,419.0,0.335480194,26
Robert Diller (0000142017),239704,CONESTOGA VALLEY SCHOOL,423140,BROWNSTOWN ELEMENTARY,Brownstown,51 School Lane Ave,PA,17508,"51 School Lane Ave Brownstown, PA 17508",1430026,40.123569,-76.210605,K,Monday,9,19,2.111111111,7.333333333,1437.533333,12937.8,428.8066667,3859.26,317.0,0.298293373,3
Leianne Krotec (0000143021),246237,Upper Dublin School District,423432,Maple Glen Elementary School,Maple Glen,1581 Fort Washington Ave,PA,19002,"1581 Fort Washington Ave Maple Glen, PA 19002",1430013,40.163586,-75.184139,C,Monday/Thursday,9,9,1.0,1.0,968.0244444,8712.22,385.2533333,3467.28,69.0,0.397978931,23
Open S. NJ (0000143012),243264,Cumberland Regional School Dis,423575,Cumberland Regional High Schoo,Bridgeton,90 Silver Lake Rd,NJ,8302,"90 Silver Lake Rd Bridgeton, NJ 08302",1430010,39.475067,-75.220706,E,Thursday,8,11,1.375,1.875,744.73875,5957.91,207.02375,1656.19,88.0,0.277981708,34
Matthew Morris (0000142013),239188,ANTIETAM SCHOOL DISTRICT,423810,MT PENN PRIMARY CENTER,Mount Penn,201 N 25TH ST,PA,19606,"201 N 25TH ST Mount Penn, PA 19606",1430029,40.330478,-75.886664,K,Monday/Thursday,9,18,2.0,4.666666667,2554.953333,22994.58,999.4744444,8995.27,349.0,0.391190881,5
Martin Carberry (0000142016),241872,South Western School District,423942,South Western High School,Hanover,200 Bowman Rd,PA,17331,"200 Bowman Rd Hanover, PA 17331",1430039,39.787089,-76.959456,L,Thursday,11,20,1.818181818,5.818181818,1831.054545,20141.6,699.7281818,7697.01,286.0,0.382144914,17
Paul Carberry (0000143018),246528,WEST CHESTER AREA SCHOOL DIST#,424135,DISTRICT WAREHOUSE,West Chester,1181 McDermott Dr,PA,19380,"1181 McDermott Dr West Chester, PA 19380",1430002,39.999477,-75.586649,C,Friday,12,13,1.083333333,1.666666667,217.8633333,2614.36,128.6083333,1543.3,102.0,0.590316559,0
Martin Carberry (0000142016),241872,South Western School District,424469,West Manheim Elementary School,Hanover,2000 Baltimore Pike,PA,17331,"2000 Baltimore Pike Hanover, PA 17331",1430039,39.760095,-76.954803,L,Thursday,10,13,1.3,4.6,811.917,8119.17,309.474,3094.74,151.0,0.381164577,34
Robert Diller (0000142017),242100,THE MENNONITE HOME MED,424470,WOODCREST VILLA,Lancaster,2001 Harrisburg Pike,PA,17601,"2001 Harrisburg Pike Lancaster, PA 17601",1430025,40.069072,-76.35566,J,Tuesday/Friday,8,9,1.125,1.25,66.53625,532.29,21.31625,170.53,15.0,0.320370475,28
Tom McKevitt (0000143010),301314,One River Place LLC,424854,One River Place AAA Bldg,Wilmington,1 River Pl,DE,19801,"1 River Pl Wilmington, DE 19801",1430006,39.736981,-75.558473,D,Tuesday,24,36,1.5,3.166666667,750.5358333,18012.86,212.78625,5106.87,343.0,0.283512446,34
Chris Gifuni (0000143020),244237,Bordentown Regional School Dis,424869,Bordentown Regional High Schoo,Bordentown,318 Ward Ave,NJ,8505,"318 Ward Ave Bordentown, NJ 08505",1430017,40.15438,-74.68693,A,Monday,10,15,1.5,2.2,1083.398,10833.98,382.04,3820.4,130.0,0.352631258,37
Chris Gifuni (0000143020),244228,Florence Township Board of Ed,424965,Florence Twp. Memorial High Sc,Burlington,1050 Cedar Ln,NJ,8016,"1050 Cedar Ln Burlington, NJ 08016",1430017,40.092971,-74.793289,A,Monday,9,11,1.222222222,5.555555556,2844.407778,25599.67,982.9788889,8846.81,778.0,0.34558297,10
John Carberry (0000143015),256362,Stafford Township School Distr,424994,Stafford Intermediate School,Manahawkin,1000 McKinley Ave,NJ,8050,"1000 McKinley Ave Manahawkin, NJ 08050",1430017,39.702285,-74.283677,A,Monday,13,20,1.538461538,3.153846154,4875.250769,63378.26,1475.365385,19179.75,1480.0,0.302623486,30
Paul Carberry (0000143018),245598,Unionville-Chadds Ford School,425017,Chadds Ford Elementary School,Chadds Ford,3 Baltimore Pike,PA,19317,"3 Baltimore Pike Chadds Ford, PA 19317",1430002,39.873525,-75.599418,C,Friday,7,9,1.285714286,3.857142857,2914.53,20401.71,813.4714286,5694.3,397.0,0.279108957,10
Leianne Krotec (0000143021),245997,Pennridge School District,425066,Grasse Elementary School,Sellersville,600 Rickert Rd,PA,18960,"600 Rickert Rd Sellersville, PA 18960",1430015,40.323979,-75.262672,E,Tuesday/Friday,6,9,1.5,7.5,2406.046667,14436.28,850.005,5100.03,286.0,0.353278684,29
Tom McKevitt (0000143010),301279,Marrows Road Associates LLC,425120,Marrows Road Associates,Newark,1352 Marrows Rd,DE,19711,"1352 Marrows Rd Newark, DE 19711",1430007,39.683155,-75.73094,D,Friday,19,27,1.421052632,3.052631579,220.5757895,4190.94,63.05473684,1198.04,93.0,0.285864269,0
Chuck Lutes (0000143024),244054,New Hope-Solebury School Distr,425206,New Hope-Solebury Lower Elem.,New Hope,3020 Sugan Rd,PA,18938,"3020 Sugan Rd New Hope, PA 18938",1430003,40.363893,-74.967716,A,Tuesday,10,20,2.0,4.5,1999.659,19996.59,706.459,7064.59,296.0,0.353289736,26
Martin Carberry (0000142016),241872,South Western School District,425399,Park Hills Elementary School,Hanover,137 W Granger St,PA,17331,"137 W Granger St Hanover, PA 17331",1430039,39.789311,-76.982517,L,Thursday,9,12,1.333333333,4.0,685.4922222,6169.43,247.7466667,2229.72,108.0,0.361414264,15
Paul Carberry (0000143018),245598,Unionville-Chadds Ford School,428080,Unionville Elementary,Kennett Square,1775 W Doe Run Rd,PA,19348,"1775 W Doe Run Rd Kennett Square, PA 19348",1430007,39.893909,-75.726094,D,Friday,6,9,1.5,4.5,4389.963333,26339.78,1080.965,6485.79,404.0,0.246235542,32
Matthew Morris (0000142013),255194,GOVERNOR MIFFLIN SCHOOL,428610,BRECKNOCK ELEMENTARY,Mohnton,1332 Alleghenyville Rd,PA,19540,"1332 Alleghenyville Rd Mohnton, PA 19540",1430027,40.243032,-75.996081,K,Tuesday,10,17,1.7,5.1,2553.842,25538.42,780.034,7800.34,697.0,0.305435497,5
Matthew Morris (0000142013),255194,GOVERNOR MIFFLIN SCHOOL,428611,CUMRU ELEMENTARY SCHOOL,Reading,601 Philadelphia Ave,PA,19607,"601 Philadelphia Ave Reading, PA 19607",1430030,40.30031,-75.95446,K,Tuesday/Friday,7,12,1.714285714,6.857142857,1831.757143,12822.3,557.3085714,3901.16,314.0,0.304248068,17
Matthew Morris (0000142013),255194,GOVERNOR MIFFLIN SCHOOL,428613,GOVERNOR MIFFLIN MIDDLE SCHOOL,Shillington,130 E Lancaster Ave,PA,19607,"130 E Lancaster Ave Shillington, PA 19607",1430030,40.304688,-75.963521,K,Tuesday/Friday,12,21,1.75,5.083333333,1210.644167,14527.73,387.7675,4653.21,284.0,0.320298491,12
Matthew Morris (0000142013),255194,GOVERNOR MIFFLIN SCHOOL,428614,GOVERNOR MIFFLIN HIGH SCHOOL,Shillington,101 S Waverly St,PA,19607,"101 S Waverly St Shillington, PA 19607",1430030,40.303694,-75.959987,K,Tuesday/Friday,8,20,2.5,7.625,4222.065,33776.52,1291.12375,10328.99,750.0,0.305803854,1
Martin Carberry (0000142016),239591,CITY OF YORK SCHOOL DISTRICT#,429484,William Penn High School,York,101 W College Ave,PA,17401,"101 W College Ave York, PA 17401",1430040,39.957615,-76.729228,L,Tuesday/Friday,7,8,1.142857143,1.142857143,1388.35,9718.45,551.8485714,3862.94,66.0,0.397485196,33
Mike Schlitter (0000142011),241353,PALMYRA AREA SCHOOL DISTRICT,429486,PALMYRA AREA SD WAREHOUSE,Palmyra,1125 Park Dr,PA,17078,"1125 Park Dr Palmyra, PA 17078",1430032,40.300103,-76.586326,P,Tuesday,14,17,1.214285714,3.214285714,984.1378571,13777.93,364.1007143,5097.41,345.0,0.369969219,23
Paul Carberry (0000143018),245598,Unionville-Chadds Ford School,429836,Pocopson Elementary School,West Chester,1105 Pocopson Rd,PA,19382,"1105 Pocopson Rd West Chester, PA 19382",1430002,39.900293,-75.62965,C,Friday,10,12,1.2,2.4,2717.857,27178.57,752.326,7523.26,534.0,0.27680853,27
Robert Diller (0000142017),265981,STEELTON HIGHSPIRE SCHOOL DIST,429860,STEELTON HIGHSPIRE HIGH SCHOOL,Steelton,250 Reynders St,PA,17113,"250 Reynders St Steelton, PA 17113",1430035,40.23897,-76.830457,P,Tuesday/Friday,29,35,1.206896552,1.448275862,1417.693793,41113.12,462.3293103,13407.55,613.0,0.326113659,33
Open S. NJ (0000143012),266156,Cape May County Special Servic,429989,CMCSSSD -Maintenance Dept,Cape May Court House,148 Crest Haven Rd,NJ,8210,"148 Crest Haven Rd Cape May Court House, NJ 08210",1430010,39.101302,-74.799027,E,Thursday,6,8,1.333333333,3.666666667,1043.423333,6260.54,315.0966667,1890.58,1009.0,0.301983535,37
David Smith (0000143023),242914,Appoquinimink School District,430033,Alfred G. Waters Middle School,MIDDLETOWN,1235 Cedar Lane Rd,DE,19709,"1235 Cedar Lane Rd MIDDLETOWN, DE 19709",1430018,39.503543,-75.68916,D,Thursday,11,19,1.727272727,4.909090909,1429.371818,15723.09,401.1063636,4412.17,406.0,0.280617232,3
Chris Gifuni (0000143020),331288,Buena Regional School District,430488,Buena Regional High School,Buena,125 Weymouth Rd,NJ,8310,"125 Weymouth Rd Buena, NJ 08310",1430012,39.53527,-74.91764,E,Wednesday,19,26,1.368421053,3.421052632,1996.071053,37925.35,627.69,11926.11,830.0,0.314462754,26
Chris Gifuni (0000143020),331288,Buena Regional School District,430489,J. P. Cleary Elementary School,Minotola,1501 Central Ave,NJ,8341,"1501 Central Ave Minotola, NJ 08341",1430012,39.513572,-74.947915,E,Wednesday,10,17,1.7,3.2,1380.17,13801.7,437.337,4373.37,299.0,0.316871835,33
Chris Gifuni (0000143020),331288,Buena Regional School District,430495,Collins Lake Elementary School,Williamstown,620 Cains Mill Rd,NJ,8094,"620 Cains Mill Rd Williamstown, NJ 08094",1430012,39.587602,-74.881378,E,Wednesday,10,16,1.6,5.1,1881.593,18815.93,618.422,6184.22,495.0,0.328669377,17
Chris Gifuni (0000143020),331288,Buena Regional School District,430497,Milanesi Elementary School,Buena,880 Harding Hwy,NJ,8310,"880 Harding Hwy Buena, NJ 08310",1430012,39.50659,-74.911022,E,Wednesday,10,21,2.1,4.3,2030.899,20308.99,614.98,6149.8,449.0,0.30281171,26
Open S. NJ (0000143012),244243,Upper Township School District,430532,Upper Township Elementary Scho,Marmora,50 N Old Tuckahoe Rd,NJ,8223,"50 N Old Tuckahoe Rd Marmora, NJ 08223",1430010,39.26967,-74.64824,E,Thursday,13,22,1.692307692,3.307692308,2893.24,37612.12,925.6830769,12033.88,657.0,0.319946868,10
Bob Carberry (0000143011),245870,Hopewell Valley Regional Schoo,430805,Hopewell Valley Regional Schoo,Pennington,425 S Main St,NJ,8534,"425 S Main St Pennington, NJ 08534",1430005,40.317491,-74.789245,A,Wednesday,29,40,1.379310345,2.103448276,3479.358966,100901.41,1042.37069,30228.75,1925.0,0.299586993,13
David Smith (0000143023),242914,Appoquinimink School District,430824,Appoquinimink High School,MIDDLETOWN,1080 Bunker Hill Rd,DE,19709,"1080 Bunker Hill Rd MIDDLETOWN, DE 19709",1430018,39.454368,-75.7482,D,Thursday,6,19,3.166666667,12.83333333,3832.41,22994.46,1255.18,7531.08,923.0,0.32751715,19
Open S. NJ (0000143012),246073,PSEG Public Service Elec & Gas,430839,"PSEG - ""Materials Center""",Hancocks Bridge,1 Alloway Creek Neck Rd,NJ,8038,"1 Alloway Creek Neck Rd Hancocks Bridge, NJ 08038",1430006,39.4899,-75.46863,D,Tuesday,7,15,2.142857143,5.0,2306.348571,16144.44,949.9071429,6649.35,430.0,0.411866252,29
Brad Miller (0000142022),282326,SKH MANAGEMENT GARDEN CENTER,431345,SKH    NURSERY HUMMELSTOWN,Hummelstown,1075 Middletown Rd,PA,17036,"1075 Middletown Rd Hummelstown, PA 17036",1430032,40.236802,-76.712874,P,Tuesday,6,8,1.333333333,4.333333333,198.9316667,1193.59,72.06333333,432.38,43.0,0.362251694,0
Pete Annick (0000142010),239777,DART CONTAINER,431525,DART CONTAINER,Lancaster,110 Pitney Rd,PA,17602,"110 Pitney Rd Lancaster, PA 17602",1430024,40.04692,-76.273,J,Monday/Thursday,12,16,1.333333333,2.583333333,519.3958333,6232.75,190.9325,2291.19,140.0,0.36760499,8
Paul Carberry (0000143018),245917,UTI Universal Technical Instit,431926,UTI Universal Technical Instit,EXTON,750 Pennsylvania Dr,PA,19341,"750 Pennsylvania Dr EXTON, PA 19341",1430013,40.071077,-75.686532,C,Monday/Thursday,11,17,1.545454545,1.272727273,1337.06,14707.66,295.1472727,3246.62,226.0,0.220743477,33
Chris Gifuni (0000143020),244228,Florence Township Board of Ed,432021,Riverfront School,Florence,500 E Front St,NJ,8518,"500 E Front St Florence, NJ 08518",1430017,40.119074,-74.79654,A,Monday,7,10,1.428571429,7.285714286,2993.752857,20956.27,1030.921429,7216.45,563.0,0.34435756,10
Brad Miller (0000142022),282326,SKH MANAGEMENT GARDEN CENTER,432281,SKH    NURSERY MECH,Mechanicsburg,51 Gettysburg Pike,PA,17055,"51 Gettysburg Pike Mechanicsburg, PA 17055",1430034,40.185072,-76.983556,P,Monday/Thursday,8,11,1.375,5.125,472.54125,3780.33,188.29,1506.32,83.0,0.398462568,8
John Carberry (0000143015),245339,Tropicana Casino Resorts,432455,Tropicana Receiving Dept.,Atlantic City,Morris Ave & The Boardwalk,NJ,8401,"Morris Ave & The Boardwalk Atlantic City, NJ 08401",1430012,39.354581,-74.448654,E,Wednesday,10,12,1.2,1.1,1222.326,12223.26,360.038,3600.38,328.0,0.294551535,12
Paul Carberry (0000143018),263742,FMS VA-1 542,433003,V.A. Medical Hospital,Coatesville,1400 Blackhorse Hill Rd,PA,19320,"1400 Blackhorse Hill Rd Coatesville, PA 19320",1430013,39.997748,-75.797452,C,Monday/Thursday,7,7,1.0,1.0,97.61142857,683.28,21.83142857,152.82,11.0,0.223656481,28
Brad Miller (0000142022),238960,Stauffers of Kissel Hill,433393,SKH #32 BRIAN H. FOODS ROHRERS,Lancaster,301 Rohrerstown Rd,PA,17603,"301 Rohrerstown Rd Lancaster, PA 17603",1430025,40.046328,-76.36204,J,Tuesday/Friday,60,102,1.7,12.65,1280.103667,76806.22,457.3063333,27438.38,2045.0,0.35724164,12
Chris Gifuni (0000143020),244232,North Hanover Township Schools,433841,Maintenance Bldg. - NHTS,Wrightstown,46 Schoolhouse Rd,NJ,8562,"46 Schoolhouse Rd Wrightstown, NJ 08562",1430017,40.073665,-74.5887,A,Monday,10,17,1.7,1.9,2899.595,28995.95,775.339,7753.39,691.0,0.267395619,10
Robert Diller (0000142017),240450,HOSPICE OF LANC COUNTY,434177,HOSPICE OF LANC COUNTY,Mount Joy,4075 Old Harrisburg Pike,PA,17552,"4075 Old Harrisburg Pike Mount Joy, PA 17552",1430035,40.1092,-76.45069,P,Tuesday/Friday,6,7,1.166666667,3.833333333,552.2583333,3313.55,237.1366667,1422.82,89.0,0.429394456,8
Chuck Lutes (0000143024),244054,New Hope-Solebury School Distr,434258,New Hope-Solebury High School,New Hope,182 W Bridge St,PA,18938,"182 W Bridge St New Hope, PA 18938",1430003,40.36593,-74.95919,A,Tuesday,27,34,1.259259259,3.074074074,1215.975185,32831.33,398.7951852,10767.47,542.0,0.327963259,12
Chuck Lutes (0000143024),244054,New Hope-Solebury School Distr,434259,New Hope-Solebury Middle Schoo,New Hope,182 W Bridge St,PA,18938,"182 W Bridge St New Hope, PA 18938",1430003,40.36593,-74.95919,A,Tuesday,9,14,1.555555556,2.666666667,1350.508889,12154.58,461.55,4153.95,176.0,0.341760061,33
Chuck Lutes (0000143024),244054,New Hope-Solebury School Distr,434260,New Hope-Solebury Upper Elem S,New Hope,186 W Bridge St,PA,18938,"186 W Bridge St New Hope, PA 18938",1430003,40.367624,-74.959008,A,Tuesday,8,13,1.625,3.25,1727.44125,13819.53,580.2825,4642.26,263.0,0.335920252,22
Leianne Krotec (0000143021),246009,Perkiomen Valley School Distri,434667,Skippack Elementary,Collegeville,4081 Heckler Rd,PA,19426,"4081 Heckler Rd Collegeville, PA 19426",1430016,40.214331,-75.418256,C,Wednesday,12,16,1.333333333,1.916666667,868.9508333,10427.41,247.645,2971.74,273.0,0.28499311,6
